name,address,phone,timeOpen,ratingAverage,priceRange,details
Giấy Bạc (Tin Foil Grill),"96/1 Lê Thị Riêng Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3925 0751,,"4,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa tối, Bữa trưa, Chỗ ngồi, Dịch vụ bàn"
Elisa Floating Restaurant,"5 Nguyễn Tất Thành, Phường 12, Quận 4, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 856 81 82,Đang mở cửa: 10:00 SA - 11:00 CH,"3,5",20 ₫ - 50 ₫,"20 ₫ - 50 ₫, Kiểu Á, Kiểu Việt, Hải sản, Bữa trưa, Bữa tối"
IL CORDA Charcoal Steakhouse,"11 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3823 4929,Đang mở cửa: 11:30 SA - 2:30 CH5:00 CH - 10:30 CH,"4,0",1.190.476 ₫ - 3.571.429 ₫,"1.190.476 ₫ - 3.571.429 ₫, Nhà hàng bít tết, Bữa tối, Bữa trưa"
Phuong Cua Seafood,"1019A Binh Quoi, Thành phố Hồ Chí Minh Việt Nam",+84 8 3556 5683,,"4,0","Hải sản, Kiểu Á, Kiểu Việt","Hải sản, Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Chỗ ngồi, Dịch vụ bàn, Cửa hàng bán thức ăn mang về"
Wainosuke,"29 Hai Trieu Street Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3821 4016,Đang mở cửa: 11:00 SA - 2:30 CH5:00 CH - 11:00 CH,"4,0",119.048 ₫ - 357.143 ₫,"119.048 ₫ - 357.143 ₫, Kiểu Ý, Kiểu Nhật, Quầy rượu vang, Bữa trưa, Bữa tối"
GYUMARU HAMBURG STEAK LTT,"8/3 Le Thanh Ton Street, District 1, Thành phố Hồ Chí Minh TPHCM Việt Nam",+84 28 3827 1618,Đang mở cửa: 11:00 SA - 10:00 CH,"4,5",10 ₫ - 25 ₫,"10 ₫ - 25 ₫, Kiểu Nhật, Nhà hàng bít tết, Món kết hợp, Bữa nửa buổi, Bữa trưa, Bữa tối, Đồ uống"
Tiệm Bánh Mì Hà Nội,"83 - 85 Nguyễn Thiện Thuật, Phường 2, Quận 3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3833 4288,,"4,5","Kiểu Việt, Đồ ăn nhanh","Kiểu Việt, Đồ ăn nhanh, Bữa trưa, Bữa nửa buổi, Cửa hàng bán thức ăn mang về"
Nhà hàng Om,"215 Nguyễn Văn Hưởng, phường Thảo Điền, quận 2, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3519 3939,,"4,5",80.000 ₫ - 200.000 ₫,"80.000 ₫ - 200.000 ₫, Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Nhà Hàng Hàn Quốc Cocodak,"192 Lý Tự Trọng, Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 8 3823 2992,,"4,0",50.000 ₫ - 300.000 ₫,"50.000 ₫ - 300.000 ₫, Kiểu Á, Kiểu Hàn Quốc, Kiểu Anh, Quán rượu, Kiểu Bữa tối, Quán rượu đặc sản, Bữa trưa, Bữa tối"
Hủ Tiếu Mì Thập Cẩm,"62 Trương Định Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,5","Kiểu Á, Kiểu Việt, Súp","Kiểu Á, Kiểu Việt, Súp, Bữa trưa, Bữa sáng, Bữa nửa buổi, Chỗ ngồi"
Summer Experiment,"Tầng 2, 77-79 Lý Tự Trọng Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3827 2279,,"4,5",80 ₫ - 350 ₫,"80 ₫ - 350 ₫, Quầy bar, Quán rượu, Kiểu Úc, Quầy rượu vang, Bữa tối, Đêm muộn, Đồ uống"
Benaras Indian Bistro,"21B Đ. Tôn Đức Thắng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 98 343 33 40,Đang mở cửa: 10:00 SA - 11:00 CH,"5,0",7 ₫ - 15 ₫,"7 ₫ - 15 ₫, Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten"
Sky Zone Beer Garden Nguyễn Huệ,"98 Nguyễn Huệ Phường Bến Nghé, Thành phố Hồ Chí Minh Việt Nam",+84 97 576 91 98,Đang mở cửa: 4:00 CH - 11:00 CH,"5,0","Kiểu Mỹ, Hải sản, Kiểu Thái, Kiểu Bữa tối, Bản địa","Kiểu Mỹ, Hải sản, Kiểu Thái, Kiểu Bữa tối, Bản địa, Bữa tối, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe đường phố, Đỗ xe có người coi, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí, Chấp nhận thẻ tín dụng, Nhạc sống, Có thẻ quà tặng"
The Cajun Cua,"267 Lý Tự Trọng, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 6291 0697,Đang mở cửa: 11:00 SA - 12:00 SA,"4,0",Hải sản,"Hải sản, Bữa tối, Bữa trưa, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Dịch vụ bàn, Giao hàng, Đặt chỗ, Phục vụ đồ uống có cồn"
Co Tam Kitchen,"71 Ho Tung Mau St, District 1, Ho Chi Minh City, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3821 0889,Đang mở cửa: 10:00 SA - 11:00 CH,"4,0","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa trưa, Bữa tối"
The Log Dine & Wine,"08 Nguyễn Bỉnh Khiêm Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 1900 996660,Đang mở cửa: 6:00 CH - 11:00 CH,"3,5",238.095 ₫ - 1.666.667 ₫,"238.095 ₫ - 1.666.667 ₫, Hải sản, Kiểu Âu, Quốc tế, Món kết hợp, Kiểu Bữa tối, Bữa tối, Đêm muộn"
Dim Tu Tac Đông Du,"55 Đông Du P. Bến Nghé, Q.1, Thành phố Hồ Chí Minh Việt Nam",+84 8 3826 6668,,"4,0","Kiểu Trung Quốc, Kiểu Á","Kiểu Trung Quốc, Kiểu Á, Phù hợp với người ăn chay, Bữa trưa, Bữa tối"
Shadow Lounge,"244 Pasteur Street Ward Vo Thi Sau, District 3, Thành phố Hồ Chí Minh Việt Nam",+84 90 188 34 63,Đang mở cửa: 09:00 SA - 11:30 CH,"5,0",71.429 ₫ - 166.667 ₫,"71.429 ₫ - 166.667 ₫, Quầy bar, Cà phê, Quốc tế, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Nhà hàng Ý Tavola,"1- 5 Le Duan Level G, PetroVietnam Tower, Dist. 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 245 35 89,Đang mở cửa: 07:00 SA - 11:00 CH,"4,0",200.000 ₫ - 2.000.000 ₫,"200.000 ₫ - 2.000.000 ₫, Pizza, Kiểu Bữa tối, Kiểu Ý, Kiểu Âu, Phù hợp với người ăn chay"
Miwaku Premium - Japanese Fusion Cuisine,"772 Điện Biên Phủ Tầng 80.02-03, Vincom Center Landmark 81, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 607 71 10,Đang mở cửa: 11:00 SA - 10:00 CH,"4,5",1.200.000 ₫ - 4.750.000 ₫,"1.200.000 ₫ - 4.750.000 ₫, Kiểu Nhật, Hải sản, Sushi, Bữa trưa, Bữa tối"
Butasama,"19D Ky Dong Street Ward 9, District 3, Thành phố Hồ Chí Minh Việt Nam",+84 28 3931 1696,,"4,5",150.000 ₫ - 300.000 ₫,"150.000 ₫ - 300.000 ₫, Kiểu Nhật, Nhà hàng bít tết, Đồ nướng, Quán rượu, Thức ăn đường phố"
Hủ Tiếu Nam Vang Quỳnh,"A65 Nguyễn Trãi, P. Nguyễn Cư Trinh, Q.1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3836 9145,Đang mở cửa: 05:30 SA - 9:30 CH,"4,0",119.047.616 ₫ - 2.147.483.647 ₫,"119.047.616 ₫ - 2.147.483.647 ₫, Kiểu Á, Kiểu Việt, Súp, Bữa tối, Bữa sáng, Bữa trưa"
Ganh,"58/4 Pham Ngoc Thach, District 3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3829 5243,Đang mở cửa: 08:00 SA - 11:00 CH,"4,0","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Bữa sáng"
Kabin,"8-15 Ton Duc Thang Street, District 1 Renaissance Riverside Hotel Saigon, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3822 0033,Đang mở cửa: 11:30 SA - 2:30 CH6:00 CH - 10:00 CH,"5,0",380.952 ₫ - 2.380.952 ₫,"380.952 ₫ - 2.380.952 ₫, Kiểu Trung Quốc, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten"
Nhà hàng Mêlee,"42 Nguyễn Huệ, Q.1 Tầng 6, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 320 10 58,,"4,5",50.000 ₫ - 200.000 ₫,"50.000 ₫ - 200.000 ₫, Quầy bar, Quán rượu, Đồ ăn nhanh, Kiểu Âu, Kiểu Á, Kiểu Việt, Bữa trưa"
Chang Kang Kung,"1058 Nguyễn Văn Linh Tầng 3, Vivo City Mall, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3620 4573,,"4,5","Kiểu Á, Hải sản","Kiểu Á, Hải sản, Bữa tối, Bữa trưa, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Hoa Tuyết,"21C Tôn Đức Thắng Bến Nghé, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3824 2754,,"4,0",Kiểu Nhật,"Kiểu Nhật, Bữa trưa, Bữa tối, Đặt chỗ, Chỗ ngồi, Cửa hàng bán thức ăn mang về, Dịch vụ bàn"
Pink Moment Cafe,"258 Hai Bà Trưng Tân Định, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 6690 9943,Đang đóng cửa:  Xem tất cả giờ,"5,0",Cà phê,"Cà phê, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Rượu và bia, Wifi miễn phí"
Dong Hoa Xuan Restaurant,"49 No Trang Long, Binh Thanh District, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3510 1771,Đang đóng cửa:  Xem tất cả giờ,"4,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa trưa, Bữa sáng, Cửa hàng bán thức ăn mang về, Giao hàng, Chỗ ngồi"
5 Senses,"Nikko Hotel, Ground Floor Valet Parking Available, Thành phố Hồ Chí Minh Việt Nam",+84 28 6688 7888,Đang mở cửa: 3:00 CH - 12:30 SA,"5,0","Kiểu Nhật, Quầy bar, Kiểu Á, Đương đại, Quán rượu, Phong cách ẩm thực Fusion Nhật Bản","Kiểu Nhật, Quầy bar, Kiểu Á, Đương đại, Quán rượu, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Đặt chỗ, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Chỉ chấp nhận tiền mặt, Chấp nhận thẻ tín dụng, Có thẻ quà tặng"
LOOP 1 - Cocktail Bar & Kitchen,"1st Floor, 39 Ly Tu Trong, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 79 452 7594,Đang mở cửa: 4:30 CH - 01:00 SA,"5,0","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhạc sống, Quán bar có nhạc jazz"
Bánh mì Uptown District,"17 Pasteur, P. Nguyễn Thái Bình, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 93 400 54 65,Đóng cửa sau 17 phút nữa:  Xem tất cả giờ,"5,0",22.000 ₫ - 23.000 ₫,"22.000 ₫ - 23.000 ₫, Kiểu Á, Cửa hàng thức ăn ngon, Kiểu Việt, Phù hợp với người ăn chay"
Hokkaido Sachi Nguyễn Đình Chiểu,"172H - 172Q Nguyễn Đình Chiểu, phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3930 8355,Đang mở cửa: 10:30 SA - 11:00 CH,"4,0",200.000 ₫ - 1.000.000 ₫,"200.000 ₫ - 1.000.000 ₫, Sushi, Kiểu Nhật, Hải sản, Kiểu Á, Tùy chọn ăn chay"
Red Door Restaurant,"400/8 Le Van Sy st., Ward 14, Dist. 3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 120 880 5905,Đang đóng cửa:  Xem tất cả giờ,"4,0",571.429 ₫ - 1.190.476 ₫,"571.429 ₫ - 1.190.476 ₫, Kiểu Á, Kiểu Việt, Bữa tối"
Gammer Beer,"107 Pasteur St, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3824 8619,,"3,5","Quầy bar, Kiểu Á, Nhà hàng bán bia, Quán rượu, Kiểu Việt","Quầy bar, Kiểu Á, Nhà hàng bán bia, Quán rượu, Kiểu Việt, Bữa tối, Bữa trưa, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Tivi, Phục vụ đồ uống có cồn, Dịch vụ bàn"
Kay Vegan Bistro,"84A Nguyen Dinh Chieu, Da Kao, Q. 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 395 81 69,Đang mở cửa: 07:30 SA - 10:00 CH,"4,5","Kiểu Á, Kiểu Thái, Kiểu Việt","Kiểu Á, Kiểu Thái, Kiểu Việt, Phù hợp với người ăn chay, Tùy chọn ăn chay, Tùy chọn đồ ăn không có gluten, Bữa sáng, Bữa trưa, Bữa tối"
Truffle Restaurant,"208 Nguyễn Hữu Cảnh Tầng 73, Vincom Landmark 81, Vinhomes Central Park, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 878 33 53,Đang mở cửa: 3:00 CH - 11:30 CH,"4,5",6.600.000 ₫ - 10.800.000 ₫,"6.600.000 ₫ - 10.800.000 ₫, Kiểu Ý, Kiểu Pháp, Kiểu Nhật, Kiểu Âu, Món kết hợp, Bữa tối, Bữa trưa, Đồ uống"
McDonald's,"123-125 Nguyễn Huệ, Phường Bến Nghé, Quận 1 On the corner of Nguyen Hue and Ton That Thiep, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3914 0888,,"4,0",Đồ ăn nhanh,"Đồ ăn nhanh, Bữa sáng, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Chỗ ngồi"
Broma Not-A-Bar,"41 Nguyen Hue Street, Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 144 19 55,,"4,0","Quầy bar, Kiểu Âu, Quán rượu, Quầy rượu vang","Quầy bar, Kiểu Âu, Quán rượu, Quầy rượu vang, Đồ uống, Chỗ ngồi, Phục vụ đồ uống có cồn, Đặt chỗ, Ngồi ngoài trời, Dịch vụ bàn"
Mangkorn Thai Cuisine & Bar,"17a Ngo Van Nam, Ben Nghe Ward, District 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 383 26 86,Đang mở cửa: 11:00 SA - 10:30 CH,"4,5",238.095 ₫ - 2.857.143 ₫,"238.095 ₫ - 2.857.143 ₫, Kiểu Thái, Bữa trưa, Bữa tối, Đồ uống"
Cafe Runam,"202 Pasteur Quận 3, Thành phố Hồ Chí Minh Việt Nam",+84 8 3822 1037,,"4,5",70.000 ₫ - 380.000 ₫,"70.000 ₫ - 380.000 ₫, Cà phê, Kiểu Bữa tối, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi"
Summer Crab - Seafood And Bar,"17 Xuan Thuy Street, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 2525 8068,Đang mở cửa: 11:00 SA - 10:00 CH,"5,0",Hải sản,"Hải sản, Bữa trưa, Bữa tối"
Juicetin - Lê Anh Xuân,"29 Lê Anh Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 329 798 299,Đang mở cửa: 07:00 SA - 11:00 CH,"5,0","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa"
Boo Coffee,"Floor 9, 42 Nguyen Hue Street, Dist 1 Lầu 9, chung cư 42 Nguyễn Huệ, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 97 875 56 65,,"4,0",Cà phê,"Cà phê, Chỗ ngồi"
Dtwo Sports Pub,"55 - 57 Thảo Điền, Q.2, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3519 4138,Đang mở cửa: 10:00 SA - 12:00 SA,"4,0",5 ₫ - 20 ₫,"5 ₫ - 20 ₫, Quán rượu, Quán rượu đặc sản, Quầy bar, Kiểu Anh, Phù hợp với người ăn chay"
Ya! Restaurant,"5C5 Nguyễn Đình Chiểu Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 6291 4996,Đang mở cửa: 11:30 SA - 10:00 CH,"4,5",25.000 ₫ - 850.000 ₫,"25.000 ₫ - 850.000 ₫, Kiểu Nhật, Cửa hàng thức ăn ngon, Thịt nướng, Bữa trưa, Bữa tối"
Kohaku Sushi,"72 Lê Thánh Tôn B3-10C, Vincom B, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 632 27 22,Đang mở cửa: 10:30 SA - 9:30 CH,"4,0","Kiểu Nhật, Sushi, Kiểu Á","Kiểu Nhật, Sushi, Kiểu Á, Tùy chọn ăn chay, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Bữa nửa buổi"
Don Chicken,"25 Hồ Tùng Mậu, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 955 25 20,,"4,0",Kiểu Á,"Kiểu Á, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Beirut Restaurant - Villa & Pool,"43 Trần Ngọc Diện Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3822 2188,Đang mở cửa: 3:00 CH - 01:00 SA,"3,5",50.000 ₫ - 500.000 ₫,"50.000 ₫ - 500.000 ₫, Quầy bar, Kiểu Địa Trung Hải, Quán rượu, Kiểu Ả Rập, Bữa trưa, Bữa tối"
Kiki Hotpot,"175 Nguyễn Đức Cảnh Tân Phong, Quận 7, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 5417 1899,Đang mở cửa: 11:00 SA - 10:00 CH,"5,0",7 ₫ - 20 ₫,"7 ₫ - 20 ₫, Cửa hàng thức ăn ngon, Bữa tối, Bữa trưa"
Nhà hàng Bến Nảy,"07 Phú Thuận Phú Hòa Đông, Củ Chi, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 (0)87973892,,"3,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa trưa, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Dịch vụ bàn, Đặt chỗ"
Mon Hue Restaurant,"07 Cao Thang, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 2216 2208,,"3,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Giao hàng, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn"
Sushi Tei,"41-47 Dong Du Ben Nghe, Quan 1, Thành phố Hồ Chí Minh Việt Nam",+84 8 6673 0088,,"4,0",357.143 ₫ - 476.190 ₫,"357.143 ₫ - 476.190 ₫, Kiểu Nhật, Hải sản, Sushi, Kiểu Á, Tốt cho sức khỏe, Bữa trưa, Bữa tối"
Rivia Dining,"18 Đ. Nguyễn Cư Trinh Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 76 410 3103,Đang mở cửa: 07:00 SA - 10:30 CH,"4,5",1.666.667 ₫ - 3.095.238 ₫,"1.666.667 ₫ - 3.095.238 ₫, Hải sản, Kiểu Việt, Đồ nướng, Kiểu Á, Quán bán trái cây giải khát, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
The Monkey Gallery DINING,"91 Mạc Thị Bưởi Lầu 3, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 79 399 1992,Đang mở cửa: 11:30 SA - 2:30 CH5:30 CH - 10:00 CH,"4,0",1.292.000 ₫ - 2.692.000 ₫,"1.292.000 ₫ - 2.692.000 ₫, Kiểu Việt, Quán bar phục vụ đồ ăn, Quốc tế, Món kết hợp, Bữa tối, Đồ uống"
Ốc Ken,"66 Phạm Ngọc Thạch, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 96 573 83 93,Đang mở cửa: 11:00 SA - 2:30 CH4:30 CH - 12:00 SA,"4,5","Hải sản, Kiểu Á, Kiểu Việt","Hải sản, Kiểu Á, Kiểu Việt, Bữa tối, Bữa trưa, Đêm muộn, Đồ uống, Đặt chỗ, Phục vụ đồ uống có cồn, Chỗ ngồi"
,,,,"5,0",119.048 ₫ - 357.143 ₫,"119.048 ₫ - 357.143 ₫, Kiểu Ấn Độ, Kiểu Á, Kiểu Sri Lanka, Bữa tối"
Nhà hàng Al Fresco,"89 Xuân Thủy, Thảo Điền 2, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3519 4260,,"4,0","Pizza, Kiểu Âu","Pizza, Kiểu Âu, Phù hợp với người ăn chay, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi"
Nhà hàng My Chicken Run,"162 Nguyễn Văn Thủ, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 6271 1372,Đang mở cửa: 07:00 SA - 10:00 CH,"4,5",47.619 ₫ - 857.143 ₫,"47.619 ₫ - 857.143 ₫, Bữa nửa buổi, Bữa sáng, Bữa trưa, Bữa tối, Giao hàng, Cửa hàng bán thức ăn mang về, Chỗ ngồi, Wifi miễn phí"
Hủ Tiếu Mì Hoành Thánh Gốc Sadek,"66 D3, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 182 39 86,,"4,5",Kiểu Việt,Kiểu Việt
Benaras Indian Bistro,"21B Đ. Tôn Đức Thắng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 98 343 33 40,Đang mở cửa: 10:00 SA - 11:00 CH,"5,0",7 ₫ - 15 ₫,"7 ₫ - 15 ₫, Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten"
Eddie's D1 New York Diner & Deli,"73 Pasteur Street, Thành phố Hồ Chí Minh Việt Nam",+84 28 2212 2389,Đang mở cửa: 08:00 SA - 10:00 CH,"5,0","Kiểu Mỹ, Cửa hàng thức ăn ngon, Kiểu Bữa tối, Thịt nướng","Kiểu Mỹ, Cửa hàng thức ăn ngon, Kiểu Bữa tối, Thịt nướng, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống, Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Chỗ ngồi, Có ghế ăn cho bé, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Phong cách gia đình, Nhà hàng không hút thuốc, Có thẻ quà tặng"
Bánh Canh Ghẹ Muối Ớt Xanh,"484 Nguyễn Tri Phương, Phường 9, Quận 10 Giao lộ Nguyễn Tri Phương và đường 3/2, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 91 650 19 10,,"4,5",Kiểu Bữa tối,Kiểu Bữa tối
Bún Bò Huế Đông Ba,"207B Đường Nguyễn Văn Thủ Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3823 9672,Đang mở cửa: 06:30 SA - 10:30 CH,"4,0",47.619 ₫ - 71.429 ₫,"47.619 ₫ - 71.429 ₫, Kiểu Á, Kiểu Việt, Súp, Bữa trưa, Bữa sáng, Bữa tối"
Pachi Pachi Japanese BBQ Restaurant,"52 Mac Dinh Chi, Ward Dakao, District 1, Thành phố Hồ Chí Minh 840800 Việt Nam",+84 8 6295 9294,Đang mở cửa: 11:00 SA - 10:00 CH,"4,5",71.429 ₫ - 333.333 ₫,"71.429 ₫ - 333.333 ₫, Đồ nướng, Kiểu Nhật, Kiểu Á, Bữa trưa, Bữa tối"
Purple Jade,"Corner Hai Ba Trung st. and Le Duan blv. District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+(84)84835209999,,"4,5","Quầy bar, Kiểu Trung Quốc, Quán rượu, Quầy rượu vang","Quầy bar, Kiểu Trung Quốc, Quán rượu, Quầy rượu vang, Bữa tối, Đêm muộn, Đồ uống, Chỗ ngồi, Đặt chỗ, Phục vụ đồ uống có cồn, Dịch vụ bàn"
Lẩu Lòng Bò Nhật Bản,"8/16 Lê Thánh Tôn- P.Bến Nghé- Q. 1, Thành phố Hồ Chí Minh Việt Nam",+84 8 3526 0122,Đang mở cửa: 5:00 CH - 12:00 SA,"4,5",71.429 ₫ - 357.143 ₫,"71.429 ₫ - 357.143 ₫, Kiểu Nhật, Đồ nướng, Kiểu Á, Quán rượu, Tốt cho sức khỏe, Thức ăn đường phố, Bữa tối"
Xưởng Phở,"118 Lê Lai, phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 93 883 80 12,Đang mở cửa: 12:00 SA - 11:59 CH,"5,0",71.429 ₫ - 238.095 ₫,"71.429 ₫ - 238.095 ₫, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa, Kiểu Việt, Nhà hàng bia, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Nhà hàng Gạo,"33 Lê Quý Đôn Phường 7, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 126 666 6627,Đang mở cửa: 07:00 SA - 10:00 CH,"4,0",47.619 ₫ - 595.238 ₫,"47.619 ₫ - 595.238 ₫, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Hao Yu Grilled Fish,"17-19 Hồ Xuân Hương Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 7300 0106,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 10:00 CH,"4,5",5 ₫ - 20 ₫,"5 ₫ - 20 ₫, Kiểu Trung Quốc, Quốc tế, Đồ nướng, Kiểu Á, Bữa trưa, Bữa tối, Đồ uống"
