name,address,phone,timeOpen,ratingAverage,priceRange,details
Sushi Ko 3,"26/1 Lê Thánh Tôn Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 386 96 26,,"4,0",Kiểu Nhật,Kiểu Nhật
GYUMARU HAMBURG STEAK LTT,"8/3 Le Thanh Ton Street, District 1, Thành phố Hồ Chí Minh TPHCM Việt Nam",+84 28 3827 1618,Đang đóng cửa:  Xem tất cả giờ,"4,5",10 ₫ - 25 ₫,"10 ₫ - 25 ₫, Kiểu Nhật, Nhà hàng bít tết, Món kết hợp, Bữa nửa buổi, Bữa trưa, Bữa tối, Đồ uống"
"El Gaucho Argentinian Steakhouse - An Phu, Ho Chi Minh City","88 Song Hành Lô L1-01,02, Estella Place, An Phú, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 121 49 21,Đang đóng cửa:  Xem tất cả giờ,"4,0",500.000 ₫ - 10.000.000 ₫,"500.000 ₫ - 10.000.000 ₫, Nhà hàng bít tết, Bữa trưa, Bữa tối, Đồ uống"
Quán Phở Phú Hương,"294 Bạch Đằng, P14, Bình Thạnh, Thành phố Hồ Chí Minh 704000 Việt Nam",+84 8 3843 4323,Đang mở cửa: 06:00 SA - 9:00 CH,"4,5",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
Naked Sushi & Sashimi,"39 Trương Định Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 671 10 13,,"5,0",89.000 ₫ - 599.000 ₫,"89.000 ₫ - 599.000 ₫, Sushi"
Tous Les Jours,"17/14 Le Thanh Ton Ben Nghe, Dist.1, Thành phố Hồ Chí Minh Việt Nam",,,"4,0",Cà phê,Cà phê
Quán Bún Mộc Thanh Mai,"52 Nguyễn An Ninh, P. Bến Thành, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,0","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt"
Xưởng Phở,"118 Lê Lai, phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 93 883 80 12,Đang mở cửa: 12:00 SA - 11:59 CH,"5,0",71.429 ₫ - 238.095 ₫,"71.429 ₫ - 238.095 ₫, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa, Kiểu Việt, Nhà hàng bia, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Vela,"Floor 2, 120 Cống Quỳnh, Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 96 998 82 60,Đang đóng cửa:  Xem tất cả giờ,"5,0","Kiểu Á, Cửa hàng thức ăn ngon, Bản địa","Kiểu Á, Cửa hàng thức ăn ngon, Bản địa, Bữa trưa, Bữa tối"
The Never Ending Summer,"371 Vĩnh Viễn Phường 5, Quận 10, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 113 52 43,,"5,0",Cửa hàng thức ăn ngon,Cửa hàng thức ăn ngon
Tokyo BBQ,"15a6 Le Thanh Ton St. District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,0","Kiểu Nhật, Đồ nướng","Kiểu Nhật, Đồ nướng, Bữa trưa"
Mimo Bistro,"De Tham 86, Quan 1, Thành phố Hồ Chí Minh 84000 Việt Nam",+84 94 578 37 60,,"5,0",19.000 ₫ - 999.999 ₫,"19.000 ₫ - 999.999 ₫, Kiểu Âu, Kiểu Việt"
Sushi Tí,"41 Huỳnh Tịnh Của Phường 19, Quận Bình Thạnh, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 200 90 34,Mở cửa sau 32 phút nữa:  Xem tất cả giờ,"5,0",12.000 ₫ - 175.000 ₫,"12.000 ₫ - 175.000 ₫, Kiểu Nhật, Hải sản, Sushi, Kiểu Á, Bữa trưa, Bữa tối"
Benaras Heights (Fiery Tandoor & Rooftop Bar),"15 Đ. Tôn Đức Thắng, Quận 1 21/F, Khách Sạn Renaissance Riverside Sài Gòn, Thành phố Hồ Chí Minh Việt Nam",+84 98 515 70 15,Đang đóng cửa:  Xem tất cả giờ,"5,0",357.143 ₫ - 2.380.952 ₫,"357.143 ₫ - 2.380.952 ₫, Kiểu Ấn Độ, Quầy bar, Đồ nướng, Kiểu Á, Thịt nướng, Quán rượu, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Kamalas Vegan Restaurant And Lounge,"No.22, P Street, The Panorama Area, Dist.7, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 138 31 99,,"5,0",60.000 ₫ - 130.000 ₫,"60.000 ₫ - 130.000 ₫, Quốc tế"
Kappou Nishiyama,"144/1 Pasteur Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 98 664 44 35,Đang đóng cửa:  Xem tất cả giờ,"5,0",Phong cách ẩm thực Kappo,"Phong cách ẩm thực Kappo, Bữa tối"
Latino Club Saigon,"17 Trần Quốc Toản Phường 8, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 816 88 19,Đang đóng cửa:  Xem tất cả giờ,"4,5",2 ₫ - 20 ₫,"2 ₫ - 20 ₫, Kiểu Mexico, Kiểu Brazil, Kiểu Caribê, Kiểu Tây Ban Nha, Kiểu Argentina, Kiểu Cuba, Kiểu Nam Mỹ, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Kolkatta Indian Restaurant,"1Bis Nguyễn Thị Minh Khai Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84367642724,,"4,0",Kiểu Ấn Độ,Kiểu Ấn Độ
Fuwagori - Kem Bông,"35 Lý Tự Trọng Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 284 05 78,Đang đóng cửa:  Xem tất cả giờ,"5,0","Cà phê, Đồ ăn nhanh","Cà phê, Đồ ăn nhanh, Bữa trưa, Bữa tối, Cửa hàng bán thức ăn mang về, Ngồi ngoài trời"
Benaras Indian Bistro,"21B Đ. Tôn Đức Thắng Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 98 343 33 40,Đang đóng cửa:  Xem tất cả giờ,"5,0",7 ₫ - 15 ₫,"7 ₫ - 15 ₫, Kiểu Ấn Độ, Phù hợp với người ăn chay, Tùy chọn ăn chay, Thịt kiểu Hồi giáo, Tùy chọn đồ ăn không có gluten"
Seventeen Saloon,"103A Phạm Ngũ Lão Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3914 0007,,"4,0","Nhà hàng bán bia, Quán rượu","Nhà hàng bán bia, Quán rượu, Đồ uống, Chỗ ngồi"
Quán Yến Hương Giang - Bún Bò Huế,"325 Võ Văn Tần, P.5, Q.3, Thành phố Hồ Chí Minh Việt Nam",,,"4,5",,
Pho Co,"211 Ter Dien Bien Phu ST, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3829 9625,,"4,0","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa tối, Bữa trưa, Đặt chỗ, Chỗ ngồi, Phục vụ đồ uống có cồn, Dịch vụ bàn"
Tiệm Bánh Cookie,"115B Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 90 864 64 70,Mở cửa sau 32 phút nữa:  Xem tất cả giờ,"5,0","Bữa sáng, Bữa trưa, Bữa tối","Bữa sáng, Bữa trưa, Bữa tối"
Galbi Brothers,"R1 - 25 Hung Phuoc 4, Pham Van Nghi, P. Tan Phong, Q. 7, Thành phố Hồ Chí Minh District 7 Việt Nam",+84 8 5410 6210,Đang đóng cửa:  Xem tất cả giờ,"4,0","Đồ nướng, Kiểu Á, Kiểu Hàn Quốc, Món kết hợp","Đồ nướng, Kiểu Á, Kiểu Hàn Quốc, Món kết hợp, Bữa tối, Bữa trưa, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Cocotte,"136/11 Lê Thánh Tôn Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 291 12 27,Đang đóng cửa:  Xem tất cả giờ,"4,5",8 ₫ - 15 ₫,"8 ₫ - 15 ₫, Kiểu Pháp, Quầy rượu vang, Kiểu Âu, Phù hợp với người ăn chay"
The Street,"59 Mac Dinh Chi Street District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",38241246,,"4,0",Kiểu Á,"Kiểu Á, Đặt chỗ"
Boom Dak - Nha Hang Am Thuc Ga Han Quoc,"16 Le Quy Đon Quan 3, Thành phố Hồ Chí Minh Việt Nam",+84 8 6650 9292,Đang đóng cửa:  Xem tất cả giờ,"4,5","Kiểu Á, Kiểu Hàn Quốc","Kiểu Á, Kiểu Hàn Quốc, Bữa trưa, Bữa tối"
Kichi Kichi,"17 15, Cong Hoa, Ward 4, Dist Tan Binh, Thành phố Hồ Chí Minh 70000 Việt Nam",+(84)39485385,,"4,0",Kiểu Á,Kiểu Á
Nhà Hàng 5Ku Quán,"293 Điện Biên Phủ, Phường 7, Quận 3, Thành phố Hồ Chí Minh Việt Nam",+84 90 265 13 68,,"4,5",Kiểu Việt,Kiểu Việt
Motown Sài Gòn,"158/9 Nguyễn Công Trứ, Q.1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3821 1368,,"4,5","Đồ ăn nhanh, Kiểu Việt","Đồ ăn nhanh, Kiểu Việt, Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Bữa ăn tự chọn, Chỗ ngồi, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Chỉ chấp nhận tiền mặt, Wifi miễn phí, Chấp nhận thẻ tín dụng"
Le Financier Lounge,"Lối vào hướng ra đường Cây Điệp Entrance is facing Cay Diep street, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 337 330 165,Đang đóng cửa:  Xem tất cả giờ,"5,0",47.619 ₫ - 357.143 ₫,"47.619 ₫ - 357.143 ₫, Kiểu Việt, Kiểu Pháp, Nhà hàng bít tết, Hải sản, Kiểu Nga, Bữa trưa, Bữa tối, Đêm muộn, Đồ uống"
Heart of Darkness Craft Brewery,"31D Lý Tự Trọng, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 301 75 96,Đang đóng cửa:  Xem tất cả giờ,"4,5",55.000 ₫ - 1.000.000 ₫,"55.000 ₫ - 1.000.000 ₫, Nhà hàng bán bia, Quầy bar, Quán rượu, Đồ nướng, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Ryuko,"115 Le Thanh Ton,Dist 1 HCMC 115 Le Thanh Ton, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3939 0999,Đang đóng cửa:  Xem tất cả giờ,"3,5","Bữa trưa, Bữa tối","Bữa trưa, Bữa tối"
BIBI at Alibi,"5A Nguyễn Siêu, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3825 6257,Đang đóng cửa:  Xem tất cả giờ,"4,0",238.095 ₫ - 1.190.476 ₫,"238.095 ₫ - 1.190.476 ₫, Kiểu Pháp, Kiểu Âu, Bữa trưa, Bữa tối, Đêm muộn"
Bella Italia,"4 My Phu 2c Tan Phu, Thành phố Hồ Chí Minh Việt Nam",+84 865 210 236,Đang đóng cửa:  Xem tất cả giờ,"5,0",1.071.428.544 ₫ - 2.147.483.647 ₫,"1.071.428.544 ₫ - 2.147.483.647 ₫, Kiểu Ý, Pizza, Cà phê, Cửa hàng thức ăn ngon, Miền Bắc nước Ý, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Kadohachi,"950 Nguyễn Văn Linh Tân Phong, Quận 7, Thành phố Hồ Chí Minh Việt Nam",+84 28 5417 3883,Đang đóng cửa:  Xem tất cả giờ,"5,0",150.000 ₫ - 300.000 ₫,"150.000 ₫ - 300.000 ₫, Kiểu Nhật, Bữa trưa, Bữa tối"
Nhà Hàng Thái Malee,"37 Dong Du, P. Ben Nghe, Q1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3829 3029,Đang đóng cửa:  Xem tất cả giờ,"3,5","Kiểu Á, Kiểu Thái","Kiểu Á, Kiểu Thái, Phù hợp với người ăn chay, Bữa trưa, Bữa tối"
Juicetin - Lê Anh Xuân,"29 Lê Anh Xuân, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 329 798 299,Đang mở cửa: 07:00 SA - 11:00 CH,"5,0","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa","Cà phê, Kiểu Việt, Tốt cho sức khỏe, Quán bán trái cây giải khát, Bản địa"
September quận 4,"47 - 49 Vĩnh Hội, Phường 4, Quận 4, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 229 56 25,Đang đóng cửa:  Xem tất cả giờ,"5,0","Cà phê, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa","Cà phê, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa, Bữa trưa, Bữa tối"
Guru Sports Bar,"10 Kỳ Đồng Phường 9, Quận 3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 97 310 10 10,Đang đóng cửa:  Xem tất cả giờ,"4,0",71.429 ₫ - 285.714 ₫,"71.429 ₫ - 285.714 ₫, Kiểu Thái, Quầy bar, Quán rượu, Nhà hàng bán bia, Món kết hợp, Bữa trưa, Bữa tối"
Đông Triều Bar,"L2 - 79 Pasteur Bến Nghé, quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 691 04 64,Đang đóng cửa:  Xem tất cả giờ,"5,0",45.000 ₫ - 1.000.000 ₫,"45.000 ₫ - 1.000.000 ₫, Quầy bar, Quán rượu, Đồ uống"
Đặc sản Hào Sữa,"351 Nguyễn Thượng Hiền, Q.3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 91 767 14 23,Đang đóng cửa:  Xem tất cả giờ,"4,5",Hải sản,"Hải sản, Bữa tối, Đặt chỗ, Cửa hàng bán thức ăn mang về, Bữa ăn tự chọn, Có bãi đỗ xe, Bãi đỗ xe đường phố, Bãi đỗ xe có vé, Đỗ xe có người coi, Phục vụ đồ uống có cồn, Chỉ chấp nhận tiền mặt, Wifi miễn phí"
Tháp Ngà - Ẩm Thực Sinh Thái,"168 Nguyễn Hữu Thọ, P. Phước Kiểng, Nhà Bè, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 6271 2712,,"4,5",Kiểu Việt,Kiểu Việt
Xưởng Phở,"118 Lê Lai, phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 93 883 80 12,Đang mở cửa: 12:00 SA - 11:59 CH,"5,0",71.429 ₫ - 238.095 ₫,"71.429 ₫ - 238.095 ₫, Kiểu Á, Cửa hàng thức ăn ngon, Bản địa, Kiểu Việt, Nhà hàng bia, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đêm muộn, Đồ uống"
Yakiniku Yazawa Saigon,"219 Điện Biên Phủ Phường 6, Quận 3, Thành phố Hồ Chí Minh Việt Nam",+84 28 6275 4129,,"4,0",Kiểu Nhật,Kiểu Nhật
Fang Pub,"13 Hồ Xuân Hương Phường 6, Quận 3, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 240 26 66,,"4,0",Quán rượu,"Quán rượu, Đặt chỗ, Nhạc sống"
Nhà Hàng DB Restaurant,"117 Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",8438386686,Đang mở cửa: 06:30 SA - 11:00 CH,"4,0",30.000 ₫ - 350.000 ₫,"30.000 ₫ - 350.000 ₫, Kiểu Mỹ, Kiểu Pháp, Cà phê, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi"
Nhà Hàng Nai Bên Sông,"06 Đường Số 10 Hiệp Bình Chánh, Thủ Đức, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 6682 6871,Đang đóng cửa:  Xem tất cả giờ,"4,0",100.000 ₫ - 500.000 ₫,"100.000 ₫ - 500.000 ₫, Hải sản, Kiểu Bữa tối, Bữa trưa, Bữa tối"
Trà Sữa Cuộc Sống Dễ Dàng,"33 Nguyen Thi Minh Khai, Ben Nghe Ward, District 1 33 Nguyễn Thị Minh Khai. P. Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3503 9991,,"4,0",,
The Monkey Gallery DINING,"91 Mạc Thị Bưởi Lầu 3, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 79 399 1992,Đang đóng cửa:  Xem tất cả giờ,"4,0",1.292.000 ₫ - 2.692.000 ₫,"1.292.000 ₫ - 2.692.000 ₫, Kiểu Việt, Quán bar phục vụ đồ ăn, Quốc tế, Món kết hợp, Bữa tối, Đồ uống"
Cơm gà Đông Nguyên,"87-89-91, Châu Văn Liêm, Phường 14, Quận 5, Thành phố Hồ Chí Minh Việt Nam",+84 8 3855 7662,Đang đóng cửa:  Xem tất cả giờ,"4,0","Bữa trưa, Bữa tối","Bữa trưa, Bữa tối"
Surf Shack Saigon,"6 Tống Hữu Định P. Thảo Điền, Q.2, Thành phố Hồ Chí Minh Việt Nam",+84 164 379 4442,,"4,5","Quầy bar, Cà phê, Đồ ăn nhanh, Kiểu Âu","Quầy bar, Cà phê, Đồ ăn nhanh, Kiểu Âu"
Khanhcasa Garden,"66 Lê Lợi Boulevard Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3822 7796,,"4,0","Cà phê, Kiểu Á, Món kết hợp, Kiểu Việt","Cà phê, Kiểu Á, Món kết hợp, Kiểu Việt, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
Mimosa Restaurant,"88 Bùi Viện Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",08-8360160,,"4,0",Kiểu Việt,"Kiểu Việt, Đặt chỗ"
Ciao Bella Thao Dien,"39 Võ Trường Toản An Phu, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3744 4369,,"4,0",150 ₫ - 400 ₫,"150 ₫ - 400 ₫, Kiểu Ý, Bữa trưa, Bữa tối"
LOOP 1 - Cocktail Bar & Kitchen,"1st Floor, 39 Ly Tu Trong, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 79 452 7594,Đang đóng cửa:  Xem tất cả giờ,"5,0","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn","Kiểu Ý, Quầy bar, Hải sản, Quán rượu, Quán bar phục vụ đồ ăn, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Có bãi đỗ xe, Phục vụ đồ uống có cồn, Quầy bar đầy đủ, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhạc sống, Quán bar có nhạc jazz"
"HOS, Indonesian-Vietnamese Restaurant","88/3 De Tham street, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 6680 4380,Đang đóng cửa:  Xem tất cả giờ,"4,5","Kiểu Á, Kiểu Indonesia, Kiểu Việt","Kiểu Á, Kiểu Indonesia, Kiểu Việt, Bữa trưa, Bữa tối, Đặt chỗ, Dịch vụ bàn"
Bún Chả Hà Nội Sen Vàng,"56 Hồng Hà Phường 2, Tân Bình, Thành phố Hồ Chí Minh 700000 Việt Nam",0395 336 688,Đang mở cửa: 08:00 SA - 3:00 CH5:00 CH - 10:00 CH,"4,5",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
Sushiyo,"147 Bùi Viện Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 819 43 84,,"5,0",69.000 ₫ - 300.000 ₫,"69.000 ₫ - 300.000 ₫, Sushi"
Eco Farm Cafe,"171 Calmette, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3914 1142,,"5,0",Kiểu Việt,Kiểu Việt
Manwah Taiwanese Hotpot,"88 Song Hành Estella Place, An Phú, Quận 2, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 28 3620 9314,,"4,5","Kiểu Á, Kiểu Đài Loan","Kiểu Á, Kiểu Đài Loan"
Benaras Heights (Fiery Tandoor & Rooftop Bar),"15 Đ. Tôn Đức Thắng, Quận 1 21/F, Khách Sạn Renaissance Riverside Sài Gòn, Thành phố Hồ Chí Minh Việt Nam",+84 98 515 70 15,Đang đóng cửa:  Xem tất cả giờ,"5,0",357.143 ₫ - 2.380.952 ₫,"357.143 ₫ - 2.380.952 ₫, Kiểu Ấn Độ, Quầy bar, Đồ nướng, Kiểu Á, Thịt nướng, Quán rượu, Phù hợp với người ăn chay, Tùy chọn ăn chay"
Restaurant Ai Hue 2,"68 Rue Tan Da, ward 11, district 5,, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 28 3838 3828,,"4,0","Kiểu Trung Quốc, Kiểu Á","Kiểu Trung Quốc, Kiểu Á, Phù hợp với người ăn chay, Bữa trưa, Bữa tối"
Buzza Pizza - Go Vap,"366 Phan Văn Trị Trung Tâm Thương Mại EMart, Phường 5, Quận Gò Vấp, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 8 3588 0788,Đang đóng cửa:  Xem tất cả giờ,"4,0",Kiểu Ý,"Kiểu Ý, Bữa trưa, Bữa tối"
Bánh Ướt Ban Mê,"293E Phan Xích Long 76B/1 Số cũ, P.2, Q.Phú Nhuận, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 90 874 07 60,Mở cửa sau 31 phút nữa:  Xem tất cả giờ,"4,5",Kiểu Việt,"Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối"
Hoan Hy 2,"73 Ba Huyen Thanh Quan Phuong 6, Quan 3, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3930 9127,,"4,0",Phù hợp với người ăn chay,Phù hợp với người ăn chay
Baltic Cafe & Restaurant,"200B Nguyễn Thị Minh Khai Phường 6, Quận 3, Thành phố Hồ Chí Minh 71053 Việt Nam",+84 28 3930 3535,,"5,0",70.000 ₫ - 1.000.000 ₫,"70.000 ₫ - 1.000.000 ₫, Kiểu Việt, Kiểu Nga"
Elgin,"27 Mạc Đĩnh Chi, Đakao Quận 1, Thành phố Hồ Chí Minh Việt Nam",+84 28 3535 2957,Đang đóng cửa:  Xem tất cả giờ,"5,0","Quốc tế, Đương đại, Món kết hợp","Quốc tế, Đương đại, Món kết hợp, Bữa tối, Đêm muộn, Đồ uống, Đặt chỗ, Chỗ ngồi, Có bãi đỗ xe, Bãi đỗ xe tập trung miễn phí, Phục vụ đồ uống có cồn, Rượu và bia, Chấp nhận thẻ American Express, Chấp nhận thẻ Mastercard, Chấp nhận thẻ Visa, Thanh toán điện tử, Wifi miễn phí, Chấp nhận thẻ Discover, Chấp nhận thẻ tín dụng, Dịch vụ bàn, Nhà hàng không hút thuốc"
Shadow Lounge,"244 Pasteur Street Ward Vo Thi Sau, District 3, Thành phố Hồ Chí Minh Việt Nam",+84 90 188 34 63,Mở cửa sau 31 phút nữa:  Xem tất cả giờ,"5,0",71.429 ₫ - 166.667 ₫,"71.429 ₫ - 166.667 ₫, Quầy bar, Cà phê, Quốc tế, Quán rượu, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Eat & Go Restaurant,"283/45 Phạm Ngũ Lão Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 93 726 06 83,Đang mở cửa: 07:30 SA - 11:30 CH,"5,0","Kiểu Mỹ, Kiểu Việt","Kiểu Mỹ, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Đồ uống, Giao hàng, Cửa hàng bán thức ăn mang về, Đặt chỗ, Ngồi ngoài trời, Chỗ ngồi, Bãi đỗ xe tập trung miễn phí, Phục vụ đồ uống có cồn, Rượu và bia, Wifi miễn phí, Chấp nhận thẻ tín dụng"
Cafe Hi-End,"21 Nguyen Dinh Chieu, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3911 7770,,"4,5",,
Wakana Sushi,"15A/32 Lê Thánh Tôn Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 88 806 22 99,Đang mở cửa: 11:00 SA - 2:00 CH5:00 CH - 12:00 CH,"4,5","Bữa trưa, Bữa tối","Bữa trưa, Bữa tối"
Doidep - Không Thể Thiếu Nhau,"104 Nguyễn Du Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 700000 Việt Nam",+84 91 104 16 16,Đang mở cửa: 06:30 SA - 10:30 CH,"4,5",4 ₫ - 35 ₫,"4 ₫ - 35 ₫, Cà phê, Cửa hàng thức ăn ngon, Kiểu Việt, Kiểu Đông Âu, Kiểu Armenia, Kiểu Âu, Kiểu Á, Tốt cho sức khỏe, Bữa sáng, Bữa trưa, Bữa tối, Bữa nửa buổi, Đồ uống"
Huong Viet Vietnamese Aroma,"175/3 Phạm Ngũ Lão Quận 1, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 90 901 72 93,Đang mở cửa: 12:00 SA - 11:59 CH,"3,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Phù hợp với người ăn chay, Bữa trưa, Bữa tối, Đêm muộn"
5 Senses,"Nikko Hotel, Ground Floor Valet Parking Available, Thành phố Hồ Chí Minh Việt Nam",+84 28 6688 7888,Đang đóng cửa:  Xem tất cả giờ,"5,0","Kiểu Nhật, Quầy bar, Kiểu Á, Đương đại, Quán rượu, Phong cách ẩm thực Fusion Nhật Bản","Kiểu Nhật, Quầy bar, Kiểu Á, Đương đại, Quán rượu, Phong cách ẩm thực Fusion Nhật Bản, Bữa trưa, Bữa tối, Đặt chỗ, Ăn tối phòng riêng, Chỗ ngồi, Có bãi đỗ xe, Chỉ chấp nhận tiền mặt, Chấp nhận thẻ tín dụng, Có thẻ quà tặng"
La Famille,"31 Bui Vien, Thành phố Hồ Chí Minh 70000 Việt Nam",,Đang mở cửa: 12:00 SA - 11:59 CH,"3,5","Kiểu Á, Kiểu Việt","Kiểu Á, Kiểu Việt, Bữa sáng, Bữa trưa, Bữa tối, Đêm muộn, Chỗ ngồi, Cửa hàng bán thức ăn mang về, Phục vụ đồ uống có cồn"
Quán The Burger Bistro,"31 Thảo Điền, P.Thảo Điền, Q.2, Thành phố Hồ Chí Minh Việt Nam",+84 98 182 87 83,,"4,5","Kiểu Mỹ, Đồ ăn nhanh, Kiểu Anh, Kiểu Úc, Kiểu Canada","Kiểu Mỹ, Đồ ăn nhanh, Kiểu Anh, Kiểu Úc, Kiểu Canada"
"Street Fruit Salad 35, 000 Vnd","177 Ly Tu Trong Street, District 1, Thành phố Hồ Chí Minh 70000 Việt Nam",,,"4,5",Kiểu Á,Kiểu Á
Co Ngu Restaurant,"222 Pasteur St., Dist 3,, Thành phố Hồ Chí Minh 70000 Việt Nam",+84 8 3827 5702,,"3,5","Kiểu Việt, Kiểu Á","Kiểu Việt, Kiểu Á, Bữa tối, Đặt chỗ, Chỗ ngồi, Dịch vụ bàn"
